name,owner,stars,created_at,updated_at,age_days,days_since_update,merged_pull_requests,total_releases,primary_language,total_issues,closed_issues,closed_issues_ratio
OpenAPI-Specification,OAI,30107,2014-03-03T16:53:36Z,2025-08-24T06:58:22Z,4192,0,1585,12,Markdown,2365,2225,94.08
pytorch-lightning,Lightning-AI,30023,2019-03-31T00:45:57Z,2025-08-24T20:20:37Z,2338,0,9087,167,Python,7401,6490,87.69
hutool,chinabugotech,30013,2014-04-13T07:23:51Z,2025-08-24T16:24:52Z,4151,0,454,152,Java,2987,2983,99.87
tinygrad,tinygrad,29937,2020-10-18T16:23:12Z,2025-08-24T21:03:19Z,1771,0,7982,13,Python,977,844,86.39
drizzle-orm,drizzle-team,29915,2021-06-24T09:03:05Z,2025-08-24T21:00:46Z,1522,0,610,146,TypeScript,3131,1693,54.07
llm-app,pathwaycom,29913,2023-07-19T08:43:37Z,2025-08-24T20:00:50Z,767,0,47,0,Jupyter Notebook,17,12,70.59
surrealdb,surrealdb,29911,2021-12-09T15:03:29Z,2025-08-24T17:38:38Z,1354,0,2150,92,Rust,2159,1473,68.23
particles.js,VincentGarreau,29906,2014-09-06T14:29:47Z,2025-08-24T18:06:31Z,4005,0,21,6,JavaScript,411,106,25.79
AdGuardHome,AdguardTeam,29801,2016-07-06T10:31:47Z,2025-08-24T21:13:44Z,3336,0,124,214,Go,5764,4631,80.34
leakcanary,square,29784,2015-04-29T23:54:16Z,2025-08-24T05:41:21Z,3769,0,921,43,Kotlin,1636,1510,92.3
restic,restic,29772,2014-04-27T14:07:58Z,2025-08-24T21:16:29Z,4137,0,2184,48,Go,2815,2392,84.97
foundation-sites,foundation,29766,2011-10-13T23:05:42Z,2025-08-23T11:50:37Z,5063,1,2958,79,HTML,8236,8179,99.31
DevToys,DevToys-app,29760,2021-09-29T01:40:41Z,2025-08-24T20:57:07Z,1425,0,497,38,C#,934,658,70.45
awesome-python-cn,jobbole,29748,2015-11-03T09:50:50Z,2025-08-24T14:14:52Z,3582,0,51,0,Makefile,31,18,58.06
awesome-macos-command-line,herrbischoff,29746,2015-09-22T19:37:55Z,2025-08-24T12:53:30Z,3624,0,104,0,Unknown,0,0,0
wails,wailsapp,29737,2018-12-15T23:14:06Z,2025-08-24T21:08:27Z,2443,0,1504,243,Go,2132,1875,87.95
vue-cli,vuejs,29711,2015-12-26T23:11:20Z,2025-08-24T07:44:47Z,3528,0,1259,178,JavaScript,5498,4563,82.99
Hyprland,hyprwm,29710,2022-03-16T19:49:13Z,2025-08-24T20:59:47Z,1257,0,1887,96,C++,7274,7215,99.19
stb,nothings,29708,2014-05-25T16:51:23Z,2025-08-24T20:02:46Z,4109,0,288,0,C,893,694,77.72
cheerio,cheeriojs,29705,2011-10-09T04:23:20Z,2025-08-24T11:54:21Z,5068,0,2840,61,TypeScript,1221,1199,98.2
folly,facebook,29700,2012-06-01T20:49:04Z,2025-08-24T10:02:34Z,4832,0,13,254,C++,1224,931,76.06
algo,trailofbits,29682,2016-05-15T03:42:48Z,2025-08-24T20:39:03Z,3388,0,576,3,Python,1619,1543,95.31
vue-vben-admin,vbenjs,29652,2020-07-11T02:29:21Z,2025-08-24T17:14:37Z,1870,0,1638,60,Vue,3599,3473,96.5
WSL,microsoft,29634,2016-04-06T17:32:56Z,2025-08-24T19:43:18Z,3427,0,139,94,C++,11739,10719,91.31
Mr.-Ranedeer-AI-Tutor,JushBJJ,29628,2023-03-31T12:37:26Z,2025-08-24T06:45:58Z,877,0,18,3,Unknown,47,34,72.34
glances,nicolargo,29627,2011-12-04T08:49:15Z,2025-08-24T18:12:05Z,5012,0,743,51,Python,2061,1934,93.84
apollo,apolloconfig,29613,2016-03-04T10:24:23Z,2025-08-24T09:09:51Z,3460,0,1449,41,Java,3353,3212,95.79
motion,motiondivision,29583,2018-11-16T09:48:38Z,2025-08-24T17:49:10Z,2473,0,1061,0,TypeScript,1858,1570,84.5
project-guidelines,elsewhencode,29559,2017-06-30T10:17:55Z,2025-08-24T20:06:00Z,2977,0,113,0,JavaScript,38,29,76.32
react-boilerplate,react-boilerplate,29537,2015-02-18T14:36:32Z,2025-08-23T11:37:27Z,3840,1,715,16,JavaScript,1909,1823,95.5
500lines,aosabook,29515,2013-11-04T02:02:53Z,2025-08-24T03:17:58Z,4311,0,175,0,JavaScript,70,41,58.57
phantomjs,ariya,29479,2010-12-27T08:18:58Z,2025-08-24T12:00:34Z,5354,0,562,0,C++,4745,4731,99.7
mantine,mantinedev,29472,2021-01-07T14:02:19Z,2025-08-24T21:02:43Z,1690,0,1494,272,TypeScript,3245,3224,99.35
react-three-fiber,pmndrs,29422,2019-02-25T14:31:51Z,2025-08-24T15:24:50Z,2372,0,651,125,TypeScript,1122,1042,92.87
LibreChat,danny-avila,29405,2023-02-12T01:06:52Z,2025-08-24T21:14:51Z,924,0,2143,58,TypeScript,3279,3122,95.21
django-rest-framework,encode,29397,2011-03-02T17:13:56Z,2025-08-24T07:27:39Z,5289,0,3021,21,Python,3945,3887,98.53
tokio,tokio-rs,29389,2016-09-09T22:31:36Z,2025-08-24T17:28:41Z,3270,0,3596,138,Rust,2524,2188,86.69
hey,heyverse,29386,2022-03-19T15:01:46Z,2025-08-24T16:58:09Z,1254,0,3765,0,TypeScript,0,0,0
Hover,IanLunn,29376,2014-01-02T14:27:35Z,2025-08-23T11:26:16Z,4252,1,23,10,SCSS,107,83,77.57
css-protips,AllThingsSmitty,29355,2015-08-29T12:29:03Z,2025-08-24T09:41:19Z,3648,0,73,0,Unknown,62,61,98.39
standard,standard,29343,2015-01-27T01:23:31Z,2025-08-24T11:18:46Z,3862,0,411,7,JavaScript,1232,1122,91.07
canal,alibaba,29331,2013-01-13T10:59:52Z,2025-08-24T16:13:22Z,4606,0,473,32,Java,4731,3571,75.48
lighthouse,GoogleChrome,29296,2016-03-08T01:03:11Z,2025-08-23T15:27:43Z,3456,1,5467,125,JavaScript,9183,8692,94.65
consul,hashicorp,29245,2013-11-04T22:15:27Z,2025-08-24T14:42:08Z,4310,0,13734,217,Go,5539,4270,77.09
DeepFaceLive,iperov,29241,2020-12-15T12:19:22Z,2025-08-24T21:17:05Z,1713,0,13,35,Python,144,143,99.31
handson-ml2,ageron,29232,2019-01-08T03:49:07Z,2025-08-24T20:43:00Z,2420,0,64,0,Jupyter Notebook,517,300,58.03
xxl-job,xuxueli,29211,2015-11-28T12:59:34Z,2025-08-24T14:06:44Z,3557,0,116,39,Java,3235,3031,93.69
es6features,lukehoban,29193,2014-03-03T18:29:30Z,2025-08-24T16:45:09Z,4192,0,41,0,Unknown,57,36,63.16
keycloak,keycloak,29191,2013-07-02T13:38:51Z,2025-08-24T18:33:21Z,4436,0,17546,87,Java,15267,13276,86.96
python-guide,realpython,29159,2011-03-15T03:24:20Z,2025-08-24T04:43:45Z,5276,0,683,0,Batchfile,279,180,64.52
Clone-Wars,GorvGoyl,29144,2020-12-02T11:10:16Z,2025-08-24T20:01:45Z,1726,0,130,0,Unknown,82,70,85.37
firecracker,firecracker-microvm,29141,2017-10-19T06:18:47Z,2025-08-24T14:18:30Z,2866,0,3191,78,Rust,1453,1405,96.7
viper,spf13,29131,2014-04-02T14:33:33Z,2025-08-24T20:00:05Z,4162,0,507,34,Go,902,490,54.32
TrackersListCollection,XIU2,29119,2019-10-03T15:55:07Z,2025-08-24T19:08:19Z,2152,0,7,0,Unknown,0,0,0
tuning_playbook,google-research,29094,2023-01-18T23:32:32Z,2025-08-24T14:13:05Z,948,0,14,0,Unknown,45,34,75.56
swift-algorithm-club,kodecocodes,29094,2016-01-26T17:56:12Z,2025-08-24T16:16:04Z,3498,0,610,0,Swift,215,183,85.12
plyr,sampotts,29088,2015-02-14T11:33:07Z,2025-08-24T20:16:01Z,3844,0,384,88,JavaScript,2103,1221,58.06
composer,composer,29084,2011-06-08T08:53:00Z,2025-08-24T19:18:16Z,5191,0,2959,215,PHP,7876,7762,98.55
zoxide,ajeetdsouza,29084,2020-03-05T13:11:40Z,2025-08-24T20:41:41Z,1998,0,227,36,Rust,682,581,85.19
COVID-19,CSSEGISandData,29046,2020-02-04T22:03:53Z,2025-08-23T20:45:56Z,2027,1,2152,0,Unknown,3759,2079,55.31
refined-github,refined-github,29028,2016-02-15T16:45:02Z,2025-08-24T20:00:21Z,3478,0,3437,174,TypeScript,4513,4383,97.12
SpringAll,wuyouzhuguli,28933,2018-05-02T02:48:44Z,2025-08-24T14:41:24Z,2671,0,1,0,Java,48,27,56.25
llama3,meta-llama,28930,2024-03-15T17:57:00Z,2025-08-24T14:04:13Z,527,0,23,0,Python,293,119,40.61
react-spring,pmndrs,28859,2018-03-07T15:39:32Z,2025-08-24T17:29:00Z,2727,0,437,52,TypeScript,1259,1143,90.79
postcss,postcss,28859,2013-09-24T23:06:48Z,2025-08-24T14:44:43Z,4351,0,760,268,TypeScript,1025,998,97.37
Complete-Python-3-Bootcamp,Pierian-Data,28846,2018-02-12T19:30:10Z,2025-08-24T19:03:57Z,2750,0,12,0,Jupyter Notebook,369,225,60.98
todomvc,tastejs,28821,2011-06-03T19:56:33Z,2025-08-23T13:21:44Z,5196,1,760,6,JavaScript,784,661,84.31
qlib,microsoft,28786,2020-08-14T06:46:00Z,2025-08-24T21:04:37Z,1836,0,725,23,Python,981,724,73.8
dragonfly,dragonflydb,28753,2021-12-11T10:00:42Z,2025-08-24T19:19:35Z,1352,0,3323,108,C++,1856,1586,85.45
hosts,StevenBlack,28737,2012-04-12T20:22:50Z,2025-08-24T21:05:24Z,4882,0,486,781,Python,2112,1999,94.65
spring-cloud-alibaba,alibaba,28705,2017-12-01T20:49:15Z,2025-08-24T11:18:23Z,2823,0,1077,48,Java,2500,2304,92.16
JavaScript30,wesbos,28685,2016-12-07T19:15:31Z,2025-08-24T16:47:30Z,3182,0,153,0,HTML,0,0,0
os-tutorial,cfenollosa,28679,2014-09-29T08:39:34Z,2025-08-24T17:37:30Z,3982,0,11,0,C,180,105,58.33
kitty,kovidgoyal,28670,2016-10-16T14:48:28Z,2025-08-24T21:17:54Z,3234,0,1131,128,Python,6278,6267,99.82
linkedin-skill-assessments-quizzes,Ebazhanov,28636,2019-07-13T19:52:56Z,2025-08-24T16:31:22Z,2234,0,5638,1,Unknown,891,807,90.57
xstate,statelyai,28636,2015-09-14T15:04:15Z,2025-08-24T12:01:54Z,3632,0,1977,443,TypeScript,1396,1288,92.26
slick,kenwheeler,28623,2014-03-24T02:10:05Z,2025-08-21T23:10:22Z,4171,2,258,48,JavaScript,3620,2421,66.88
Jobs_Applier_AI_Agent_AIHawk,feder-cr,28601,2024-08-04T12:15:06Z,2025-08-24T21:05:01Z,385,0,185,0,Python,674,663,98.37
posthog,PostHog,28584,2020-01-23T22:46:58Z,2025-08-24T21:08:31Z,2039,0,25115,19,Python,7712,5563,72.13
machine-learning-for-software-engineers,ZuzooVn,28578,2016-10-09T21:20:25Z,2025-08-24T10:10:33Z,3241,0,60,0,Unknown,26,9,34.62
k6,grafana,28576,2016-03-21T15:30:24Z,2025-08-24T15:44:46Z,3443,0,2165,77,Go,2394,1676,70.01
immer,immerjs,28555,2017-12-29T12:25:47Z,2025-08-24T14:28:42Z,2795,0,374,109,JavaScript,668,633,94.76
continue,continuedev,28548,2023-05-24T03:39:39Z,2025-08-24T20:04:21Z,823,0,2872,406,TypeScript,3673,2942,80.1
Avalonia,AvaloniaUI,28519,2013-12-05T20:13:21Z,2025-08-24T20:54:45Z,4280,0,5324,110,C#,7877,6160,78.2
ExplorerPatcher,valinet,28514,2021-08-09T14:17:24Z,2025-08-24T20:28:59Z,1476,0,18,288,C,2469,2197,88.98
turborepo,vercel,28492,2021-10-05T17:37:11Z,2025-08-24T20:20:19Z,1419,0,6233,496,Rust,1937,1811,93.5
data-science-ipython-notebooks,donnemartin,28483,2015-01-23T19:38:29Z,2025-08-24T20:23:12Z,3866,0,31,0,Python,41,22,53.66
rust-course,sunface,28476,2018-08-07T05:01:21Z,2025-08-24T14:45:29Z,2574,0,783,0,Rust,210,149,70.95
jumpserver,jumpserver,28468,2014-07-04T03:54:59Z,2025-08-24T16:59:44Z,4069,0,7550,250,Python,7323,7291,99.56
openai-python,openai,28463,2020-10-25T23:23:54Z,2025-08-24T20:53:34Z,1763,0,995,320,Python,1080,988,91.48
programmer-job-blacklist,shengxinjing,28457,2016-06-25T06:09:10Z,2025-08-21T14:50:45Z,3347,3,28,0,Shell,338,181,53.55
vuex,vuejs,28436,2015-07-16T04:21:26Z,2025-08-24T11:37:23Z,3692,0,656,51,JavaScript,1264,1165,92.17
podman,containers,28436,2017-11-01T15:01:27Z,2025-08-24T19:32:08Z,2853,0,11712,228,Go,10033,9249,92.19
openssl,openssl,28388,2013-01-15T22:34:48Z,2025-08-24T19:36:40Z,4603,0,145,283,C,10761,9330,86.7
helm,helm,28384,2015-10-06T01:07:32Z,2025-08-24T17:58:12Z,3610,0,4115,216,Go,8147,7679,94.26
android_guides,codepath,28378,2013-06-19T10:24:45Z,2025-08-23T20:17:12Z,4449,1,9,0,Unknown,381,219,57.48
tdesktop,telegramdesktop,28343,2014-05-02T12:36:31Z,2025-08-24T18:00:36Z,4132,0,1748,799,C++,15250,14371,94.24
the-super-tiny-compiler,jamiebuilds,28331,2016-03-11T04:19:18Z,2025-08-24T17:48:12Z,3453,0,20,0,JavaScript,0,0,0
Sunshine,LizardByte,28327,2021-12-15T23:38:57Z,2025-08-24T20:37:12Z,1347,0,1471,43,C++,1063,984,92.57
vscodium,VSCodium,28318,2018-08-13T14:26:58Z,2025-08-24T20:15:01Z,2568,0,549,240,Shell,1512,1390,91.93
reverse-interview,viraptor,28311,2019-09-08T13:38:40Z,2025-08-24T21:16:07Z,2177,0,75,0,Unknown,25,18,72.0
90DaysOfDevOps,MichaelCade,28298,2021-12-26T13:55:18Z,2025-08-24T15:41:55Z,1337,0,358,2,Shell,89,80,89.89
applied-ml,eugeneyan,28248,2020-07-04T18:57:47Z,2025-08-24T17:41:37Z,1877,0,208,0,Unknown,24,22,91.67
linera-protocol,linera-io,28229,2021-12-19T04:09:21Z,2025-08-24T20:09:31Z,1344,0,2688,18,Rust,1247,774,62.07
async,caolan,28224,2010-06-01T21:01:30Z,2025-08-20T20:34:27Z,5563,4,558,7,JavaScript,1142,1132,99.12
gitbook,GitbookIO,28223,2014-03-31T03:01:56Z,2025-08-24T01:42:52Z,4164,0,1302,75,TypeScript,1911,1882,98.48
druid,alibaba,28182,2011-11-03T05:12:51Z,2025-08-24T00:36:01Z,5043,0,1519,51,Java,4538,2285,50.35
nginxconfig.io,digitalocean,28177,2018-01-05T14:21:14Z,2025-08-23T11:38:06Z,2788,1,191,0,JavaScript,239,184,76.99
marker,datalab-to,28157,2023-10-30T20:14:08Z,2025-08-24T18:42:58Z,664,0,201,64,Python,558,291,52.15
nginx-proxy-manager,NginxProxyManager,28153,2017-12-20T23:01:16Z,2025-08-24T20:39:08Z,2803,0,530,77,JavaScript,3000,2085,69.5
backbone,jashkenas,28107,2010-09-30T19:41:28Z,2025-08-24T16:20:26Z,5442,0,881,0,JavaScript,2406,2364,98.25
dnSpy,dnSpy,28088,2015-07-01T16:05:10Z,2025-08-24T19:07:00Z,3707,0,53,1,C#,0,0,0
swagger-ui,swagger-api,28070,2011-07-15T22:56:39Z,2025-08-24T17:18:06Z,5153,0,3308,376,JavaScript,5636,4428,78.57
python-telegram-bot,python-telegram-bot,28058,2015-07-07T15:30:39Z,2025-08-24T18:15:10Z,3701,0,1636,127,Python,2279,2264,99.34
Python-programming-exercises,zhiwehu,28039,2012-06-14T07:56:46Z,2025-08-24T16:16:50Z,4819,0,0,0,Unknown,85,17,20.0
ChatGPT,acheong08,28032,2022-12-03T14:35:24Z,2025-08-24T12:58:22Z,995,0,292,277,Python,803,792,98.63
trivy,aquasecurity,28029,2019-04-11T01:01:07Z,2025-08-24T17:25:06Z,2327,0,3182,171,Go,2910,2751,94.54
mobx,mobxjs,28014,2015-03-14T14:31:38Z,2025-08-23T12:35:48Z,3816,1,1152,113,TypeScript,1972,1914,97.06
react-select,JedWatson,28006,2014-08-26T04:27:45Z,2025-08-24T19:39:39Z,4016,0,1054,61,TypeScript,3630,3249,89.5
waifu2x,nagadomi,28005,2015-05-17T07:29:15Z,2025-08-24T18:19:36Z,3752,0,68,3,Lua,368,216,58.7
Charts,ChartsOrg,27932,2015-03-20T10:49:12Z,2025-08-24T16:17:54Z,3810,0,427,38,Swift,4278,3388,79.2
vhr,lenve,27916,2018-01-04T08:57:51Z,2025-08-24T14:41:23Z,2789,0,1,0,Java,254,97,38.19
erpnext,frappe,27912,2011-06-08T08:20:56Z,2025-08-24T20:57:22Z,5191,0,26455,1000,Python,16783,14509,86.45
raylib,raysan5,27867,2013-10-24T15:46:04Z,2025-08-24T17:41:58Z,4322,0,2167,24,C,2034,2013,98.97
litellm,BerriAI,27854,2023-07-27T00:09:52Z,2025-08-24T20:45:47Z,759,0,5345,989,Python,6591,5727,86.89
headlessui,tailwindlabs,27848,2020-09-16T09:53:09Z,2025-08-24T17:28:23Z,1803,0,619,127,TypeScript,1399,1288,92.07
python-fire,google,27845,2017-02-21T21:35:07Z,2025-08-24T16:15:24Z,3105,0,135,12,Python,332,207,62.35
Web,qianguyihao,27843,2017-01-03T11:44:33Z,2025-08-24T20:34:37Z,3155,0,0,0,Unknown,226,156,69.03
nginx,nginx,27823,2015-06-23T10:26:27Z,2025-08-24T16:34:56Z,3715,0,95,8,C,351,172,49.0
create-t3-app,t3-oss,27821,2022-05-24T13:31:01Z,2025-08-24T15:18:16Z,1188,0,1114,138,TypeScript,738,675,91.46
ResumeSample,geekcompany,27817,2014-09-08T08:08:13Z,2025-08-24T01:22:57Z,4003,0,2,0,Unknown,0,0,0
aos,michalsnik,27799,2015-07-09T17:49:00Z,2025-08-24T08:50:42Z,3699,0,38,0,JavaScript,704,360,51.14
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,CamDavidsonPilon,27762,2013-01-14T15:46:28Z,2025-08-24T19:46:21Z,4605,0,243,0,Jupyter Notebook,247,90,36.44
yazi,sxyazi,27734,2023-07-08T11:45:55Z,2025-08-24T20:03:51Z,778,0,954,27,Rust,1419,1378,97.11
WindTerm,kingToolbox,27732,2019-10-09T19:56:09Z,2025-08-24T17:33:26Z,2146,0,1,32,C,2744,564,20.55
EasyOCR,JaidedAI,27715,2020-03-14T11:46:39Z,2025-08-24T19:32:32Z,1989,0,177,23,Python,1072,607,56.62
redash,getredash,27691,2013-10-28T13:19:39Z,2025-08-24T15:01:00Z,4318,0,3256,100,Python,2573,1956,76.02
yapi,YMFE,27660,2016-05-30T09:09:09Z,2025-08-23T07:51:13Z,3373,1,141,1,JavaScript,2458,922,37.51
flameshot,flameshot-org,27622,2017-05-10T19:44:51Z,2025-08-24T18:31:35Z,3028,0,968,30,C++,2766,2100,75.92
commander.js,tj,27569,2011-08-14T21:33:58Z,2025-08-23T10:40:25Z,5123,1,827,83,JavaScript,1138,1131,99.38
so-vits-svc,svc-develop-team,27558,2023-03-10T09:31:09Z,2025-08-24T19:48:17Z,898,0,153,0,Python,130,109,83.85
srs,ossrs,27550,2015-04-29T06:59:32Z,2025-08-24T07:32:29Z,3770,0,508,68,C++,1540,1313,85.26
