name,owner,stars,created_at,updated_at,age_days,days_since_update,merged_pull_requests,total_releases,primary_language,total_issues,closed_issues,closed_issues_ratio
awesome-scalability,binhnguyennus,64719,2017-12-27T03:46:40Z,2025-08-24T20:12:47Z,2797,0,36,0,Unknown,0,0,0
Stirling-PDF,Stirling-Tools,64588,2023-01-27T18:22:42Z,2025-08-24T21:17:00Z,940,0,2240,135,Java,1395,1077,77.2
echarts,apache,64442,2013-04-03T03:18:59Z,2025-08-24T19:37:30Z,4526,0,1448,122,TypeScript,19089,17240,90.31
interviews,kdn251,64389,2017-02-14T18:19:25Z,2025-08-24T20:31:49Z,3113,0,42,0,Java,56,24,42.86
zed,zed-industries,64314,2021-02-20T03:01:06Z,2025-08-24T21:15:15Z,1646,0,16405,969,Rust,14138,11514,81.44
awesome-public-datasets,awesomedata,64154,2014-11-20T06:20:50Z,2025-08-24T21:16:11Z,3930,0,188,1,Unknown,118,48,40.68
lazygit,jesseduffield,63974,2018-05-19T00:53:06Z,2025-08-24T19:41:18Z,2654,0,1690,169,Go,2294,1597,69.62
nocode,kelseyhightower,63787,2018-02-06T23:54:00Z,2025-08-24T19:18:34Z,2755,0,1,1,Dockerfile,4863,716,14.72
the-algorithm,twitter,63513,2023-03-27T14:57:57Z,2025-08-24T18:44:47Z,881,0,2,0,Scala,1010,729,72.18
anime,juliangarnier,63365,2016-03-13T21:37:45Z,2025-08-24T18:47:18Z,3450,0,79,22,JavaScript,794,718,90.43
keras,keras-team,63360,2015-03-28T00:35:42Z,2025-08-24T13:11:20Z,3802,0,4243,81,Python,12528,12295,98.14
scikit-learn,scikit-learn,63115,2010-08-17T09:43:38Z,2025-08-24T20:22:42Z,5486,0,13465,47,Python,11656,10079,86.47
ragflow,infiniflow,62962,2023-12-12T06:13:13Z,2025-08-24T21:01:50Z,621,0,3746,31,TypeScript,4990,2303,46.15
Java,TheAlgorithms,62864,2016-07-16T10:21:02Z,2025-08-24T21:12:20Z,3326,0,2020,0,Java,1109,1101,99.28
design-resources-for-developers,bradtraversy,62828,2020-05-06T14:40:35Z,2025-08-24T20:42:33Z,1936,0,951,0,Unknown,104,104,100.0
annotated_deep_learning_paper_implementations,labmlai,62735,2020-08-25T02:29:34Z,2025-08-24T21:14:34Z,1825,0,101,0,Python,137,113,82.48
resume.github.com,resume,62595,2011-02-06T13:39:55Z,2025-08-24T12:22:39Z,5313,0,84,0,JavaScript,122,66,54.1
Apollo-11,chrislgarry,62522,2014-04-03T15:45:02Z,2025-08-24T20:55:47Z,4161,0,343,0,Assembly,382,326,85.34
OpenHands,All-Hands-AI,62518,2024-03-13T03:33:31Z,2025-08-24T20:56:23Z,529,0,5128,76,Python,3295,2955,89.68
awesome-courses,prakhar1989,62394,2014-11-15T18:36:49Z,2025-08-24T20:12:48Z,3935,0,194,0,Unknown,81,39,48.15
socket.io,socketio,62330,2010-03-11T18:24:48Z,2025-08-24T18:05:56Z,5645,0,435,75,TypeScript,3616,3423,94.66
awesome-nodejs,sindresorhus,62330,2014-07-11T13:35:34Z,2025-08-24T21:06:03Z,4062,0,418,0,Unknown,104,102,98.08
sway,FuelLabs,62167,2021-01-19T20:54:33Z,2025-08-24T15:46:07Z,1678,0,3503,178,Rust,3301,2452,74.28
awesome-llm-apps,Shubhamsaboo,61983,2024-04-29T05:30:25Z,2025-08-24T21:18:38Z,482,0,132,0,Python,93,89,95.7
docusaurus,facebook,61440,2017-06-20T16:13:53Z,2025-08-24T20:18:00Z,2987,0,5486,151,TypeScript,3320,3028,91.2
redux,reduxjs,61314,2015-05-29T23:53:15Z,2025-08-24T20:16:56Z,3739,0,1720,78,TypeScript,2062,2024,98.16
Prompt-Engineering-Guide,dair-ai,61061,2022-12-16T16:04:50Z,2025-08-24T21:11:17Z,982,0,338,0,MDX,223,71,31.84
lodash,lodash,60878,2012-04-07T04:11:46Z,2025-08-24T18:20:42Z,4887,0,581,2,JavaScript,4312,4228,98.05
atom,atom,60581,2012-01-20T18:18:21Z,2025-08-24T17:08:17Z,4965,0,3933,538,JavaScript,17111,16148,94.37
Front-end-Developer-Interview-Questions,h5bp,60527,2012-02-09T23:34:10Z,2025-08-24T16:55:17Z,4944,0,484,0,Nunjucks,177,143,80.79
architect-awesome,xingshaocheng,60406,2018-04-06T13:30:58Z,2025-08-24T13:26:50Z,2697,0,49,0,Unknown,71,22,30.99
open-interpreter,openinterpreter,60336,2023-07-14T07:10:44Z,2025-08-24T18:12:56Z,772,0,369,48,Python,1025,797,77.76
localstack,localstack,60233,2016-10-25T23:48:03Z,2025-08-24T16:14:38Z,3224,0,6235,94,Python,6000,5759,95.98
llm-course,mlabonne,60105,2023-06-17T22:16:25Z,2025-08-24T20:41:19Z,798,0,1,0,Unknown,84,30,35.71
alacritty,alacritty,60071,2016-02-18T05:02:30Z,2025-08-24T20:31:51Z,3475,0,1888,101,Rust,6123,5800,94.72
prometheus,prometheus,60054,2012-11-24T11:14:12Z,2025-08-24T21:12:21Z,4656,0,7634,342,Go,6169,5646,91.52
markdown-here,adam-p,60003,2012-05-13T03:27:22Z,2025-08-24T12:51:22Z,4851,0,27,17,JavaScript,629,329,52.31
rustlings,rust-lang,59732,2015-09-15T02:25:18Z,2025-08-24T19:58:55Z,3631,0,915,46,Rust,736,689,93.61
ghidra,NationalSecurityAgency,59636,2019-03-01T03:27:48Z,2025-08-24T19:03:43Z,2368,0,524,45,Java,5536,4071,73.54
jquery,jquery,59549,2009-04-03T15:20:14Z,2025-08-24T18:05:56Z,5987,0,812,11,JavaScript,2365,2286,96.66
nerd-fonts,ryanoasis,59301,2014-12-05T04:31:17Z,2025-08-24T21:16:45Z,3915,0,550,38,CSS,1094,1062,97.07
shadowsocks-windows,shadowsocks,58994,2013-01-14T07:54:16Z,2025-08-24T13:57:32Z,4605,0,290,55,C#,2912,2727,93.65
tldr,tldr-pages,58971,2013-12-08T07:34:43Z,2025-08-24T20:53:30Z,4277,0,14724,6,Markdown,1526,1342,87.94
angular.js,angular,58757,2010-01-06T00:34:37Z,2025-08-24T20:51:30Z,5709,0,789,0,JavaScript,9040,8649,95.67
spring-framework,spring-projects,58712,2010-12-08T04:04:45Z,2025-08-24T18:34:29Z,5373,0,871,341,Java,27118,26834,98.95
llama,meta-llama,58669,2023-02-14T09:29:12Z,2025-08-24T12:20:47Z,922,0,53,0,Python,1097,652,59.43
MetaGPT,FoundationAgents,58055,2023-06-30T09:04:55Z,2025-08-24T19:53:57Z,786,0,660,22,Python,871,854,98.05
scrapy,scrapy,58050,2010-02-22T02:01:14Z,2025-08-24T18:38:28Z,5662,0,2392,43,Python,3182,2714,85.29
nuxt,nuxt,58005,2016-10-26T11:18:47Z,2025-08-24T20:10:08Z,3224,0,6902,256,TypeScript,16676,15889,95.28
leetcode-master,youngyangyang04,57917,2019-12-14T12:05:42Z,2025-08-24T18:05:41Z,2080,0,2306,0,Shell,272,66,24.26
uBlock,gorhill,57891,2015-04-01T17:51:11Z,2025-08-24T20:55:23Z,3798,0,252,277,JavaScript,3445,3432,99.62
fuel-core,FuelLabs,57552,2020-08-27T21:12:14Z,2025-08-23T12:38:34Z,1823,1,1553,123,Rust,1112,970,87.23
rails,rails,57335,2008-04-11T02:19:47Z,2025-08-24T20:08:05Z,6344,0,25163,149,Ruby,18199,17720,97.37
html5-boilerplate,h5bp,57132,2010-01-24T18:03:24Z,2025-08-24T17:30:54Z,5691,0,790,34,JavaScript,1354,1346,99.41
awesome-flutter,Solido,56952,2017-05-07T11:45:27Z,2025-08-24T19:29:46Z,3031,0,444,0,Dart,0,0,0
LLaMA-Factory,hiyouga,56660,2023-05-28T10:09:12Z,2025-08-24T19:14:40Z,819,0,694,34,Python,7341,6752,91.98
nocodb,nocodb,56599,2017-10-29T18:51:48Z,2025-08-24T21:11:02Z,2856,0,5305,174,TypeScript,4236,3609,85.2
private-gpt,zylon-ai,56506,2023-05-02T09:15:31Z,2025-08-24T19:24:03Z,845,0,224,10,Python,1213,961,79.23
DeepLearning-500-questions,scutan90,56480,2018-06-27T06:36:45Z,2025-08-24T12:32:07Z,2615,0,302,0,JavaScript,191,81,42.41
drawio-desktop,jgraph,56440,2017-05-25T20:58:42Z,2025-08-24T19:41:50Z,3013,0,20,159,JavaScript,1637,1573,96.09
you-get,soimort,56362,2012-08-20T15:53:36Z,2025-08-24T18:21:43Z,4752,0,582,123,Python,0,0,0
mkcert,FiloSottile,56229,2018-06-25T05:33:03Z,2025-08-24T17:49:16Z,2617,0,52,14,Go,344,239,69.48
traefik,traefik,56192,2015-09-13T19:04:02Z,2025-08-24T21:14:30Z,3633,0,4705,481,Go,6352,5711,89.91
vllm,vllm-project,56183,2023-02-09T11:23:20Z,2025-08-24T21:03:42Z,927,0,8763,73,Python,10361,8579,82.8
git,git,56177,2008-07-23T14:21:26Z,2025-08-24T21:11:21Z,6241,0,3,0,C,0,0,0
awesome-chatgpt-prompts-zh,PlexPt,56018,2022-12-12T01:55:03Z,2025-08-24T14:09:40Z,986,0,33,0,Unknown,96,58,60.42
gatsby,gatsbyjs,55919,2015-05-21T22:43:05Z,2025-08-24T15:07:40Z,3747,0,18184,149,JavaScript,14119,13904,98.48
openpilot,commaai,55891,2016-11-24T01:33:30Z,2025-08-24T20:31:39Z,3195,0,11781,58,Python,3061,2930,95.72
leetcode,azl397985856,55577,2018-03-30T09:13:51Z,2025-08-24T20:25:52Z,2704,0,257,40,JavaScript,257,248,96.5
Magisk,topjohnwu,55462,2016-09-08T12:42:53Z,2025-08-24T20:55:13Z,3272,0,1620,151,Kotlin,6262,6225,99.41
react-router,remix-run,55403,2014-05-16T22:22:51Z,2025-08-24T19:01:21Z,4117,0,3194,311,TypeScript,8149,8049,98.77
face_recognition,ageitgey,55311,2017-03-03T21:52:39Z,2025-08-24T20:59:30Z,3095,0,94,2,Python,1370,595,43.43
yolov5,ultralytics,55086,2020-05-18T03:45:11Z,2025-08-24T21:13:30Z,1924,0,2207,10,Python,9430,9173,97.27
Real-Time-Voice-Cloning,CorentinJ,54906,2019-05-26T08:56:15Z,2025-08-24T16:14:12Z,2282,0,48,0,Python,1101,896,81.38
minio,minio,54787,2015-01-14T19:23:58Z,2025-08-24T21:18:43Z,3875,0,9855,519,Go,7813,7778,99.55
gpt-engineer,AntonOsika,54769,2023-04-29T12:52:15Z,2025-08-24T16:33:36Z,848,0,350,20,Python,501,470,93.81
ripgrep,BurntSushi,54747,2016-03-11T02:02:33Z,2025-08-24T20:51:08Z,3453,0,516,72,Rust,1712,1580,92.29
AFFiNE,toeverything,54535,2022-07-31T18:45:21Z,2025-08-24T20:05:23Z,1120,0,8710,575,TypeScript,3017,2734,90.62
faceswap,deepfakes,54439,2017-12-19T09:44:13Z,2025-08-24T17:47:48Z,2805,0,357,4,Python,882,847,96.03
zustand,pmndrs,54301,2019-04-09T09:10:06Z,2025-08-24T20:07:01Z,2329,0,808,98,TypeScript,690,688,99.71
element,ElemeFE,54243,2016-09-03T06:19:26Z,2025-08-24T18:35:47Z,3277,0,3231,145,Vue,17864,15250,85.37
bat,sharkdp,54105,2018-04-21T10:52:23Z,2025-08-24T20:48:27Z,2682,0,1468,41,Rust,1518,1193,78.59
ChatGPT,lencx,54050,2022-12-07T09:43:02Z,2025-08-24T19:44:34Z,991,0,123,34,Rust,1200,361,30.08
project-layout,golang-standards,53577,2017-09-09T16:33:26Z,2025-08-24T19:25:51Z,2906,0,90,0,Makefile,112,44,39.29
awesome-android-ui,wasabeef,53482,2014-12-24T01:45:03Z,2025-08-24T19:29:42Z,3896,0,90,0,Unknown,114,94,82.46
rich,Textualize,53444,2019-11-10T15:28:09Z,2025-08-24T21:12:43Z,2114,0,836,170,Python,1431,1223,85.46
hackingtool,Z4nzu,53358,2020-04-11T09:21:31Z,2025-08-24T17:48:52Z,1961,0,56,0,Python,373,321,86.06
normalize.css,necolas,53358,2011-05-04T10:20:25Z,2025-08-24T14:08:20Z,5226,0,56,0,CSS,517,461,89.17
requests,psf,53205,2011-02-13T18:38:17Z,2025-08-24T14:18:58Z,5306,0,1591,14,Python,4061,3861,95.08
maybe,maybe-finance,53157,2024-01-01T22:23:46Z,2025-08-24T21:18:58Z,600,0,1073,28,Ruby,0,0,0
pi-hole,pi-hole,53049,2014-06-08T15:02:55Z,2025-08-24T21:08:58Z,4095,0,2106,118,Shell,3082,3043,98.73
astro,withastro,52999,2021-03-15T17:19:47Z,2025-08-24T20:44:09Z,1623,0,7328,1000,TypeScript,5568,5421,97.36
PaddleOCR,PaddlePaddle,52977,2020-05-08T10:38:16Z,2025-08-24T21:06:27Z,1934,0,2961,24,Python,9903,9767,98.63
meilisearch,meilisearch,52911,2018-04-23T11:45:28Z,2025-08-24T20:58:32Z,2680,0,2148,266,Rust,2308,2097,90.86
FFmpeg,FFmpeg,52554,2011-04-14T14:12:38Z,2025-08-24T21:01:31Z,5246,0,16,0,C,0,0,0
appwrite,appwrite,52443,2019-04-08T16:36:25Z,2025-08-24T20:23:38Z,2330,0,3847,112,TypeScript,4091,3466,84.72
rclone,rclone,52230,2014-03-16T16:19:57Z,2025-08-24T20:54:21Z,4179,0,2119,115,Go,5791,4820,83.23
awesome-rust,rust-unofficial,52229,2014-07-17T10:45:10Z,2025-08-24T21:17:16Z,4056,0,1570,0,Rust,142,132,92.96
github-cheat-sheet,tiimgreen,52153,2014-04-12T16:38:42Z,2025-08-24T20:31:04Z,4152,0,129,0,Unknown,71,48,67.61
material-design-icons,google,52007,2014-10-08T18:01:28Z,2025-08-24T21:17:45Z,3973,0,50,16,Unknown,1531,1159,75.7
ionic-framework,ionic-team,52006,2013-08-20T23:06:02Z,2025-08-24T20:18:06Z,4386,0,6304,914,TypeScript,22058,21482,97.39
dive,wagoodman,51803,2018-05-13T15:44:01Z,2025-08-24T18:54:23Z,2660,0,164,28,Go,359,202,56.27
pdf.js,mozilla,51667,2011-04-26T06:32:03Z,2025-08-24T18:43:40Z,5234,0,8098,76,JavaScript,10277,9875,96.09
firecrawl,firecrawl,51631,2024-04-15T21:02:29Z,2025-08-24T21:14:44Z,496,0,821,23,TypeScript,681,533,78.27
segment-anything,facebookresearch,51624,2023-03-23T17:03:03Z,2025-08-24T18:58:07Z,885,0,15,0,Jupyter Notebook,703,178,25.32
