repository_path,repository_name,popularity_stars,activity_releases,created_at,github_owner,github_repo,maturity_years,size_loc,size_comments_loc,quality_cbo_mean,quality_cbo_max,quality_cbo_min,quality_cbo_std,quality_dit_mean,quality_dit_max,quality_dit_min,quality_dit_std,quality_lcom_mean,quality_lcom_max,quality_lcom_min,quality_lcom_std,total_classes_analyzed,analysis_timestamp,java_version
D:\Codes\Lab-Experimentacao-Software\lab02\codigo\src\services\cloned_repos\29jitender-Spotlight,Spotlight,1267,7,2016-06-14T11:34:35Z,29jitender,Spotlight,9.26,1804,249,4.18,35,0,6.8,1.09,2,1,0.29,75.47,1437,0,277.08,34,2025-09-17T22:52:44.473158,"java version ""17.0.12"" 2024-07-16 LTS"
