repository_path,repository_name,popularity_stars,activity_releases,github_owner,github_repo,maturity_years,size_loc,size_comments_loc,quality_cbo_mean,quality_cbo_max,quality_cbo_min,quality_cbo_std,quality_dit_mean,quality_dit_max,quality_dit_min,quality_dit_std,quality_lcom_mean,quality_lcom_max,quality_lcom_min,quality_lcom_std,total_classes_analyzed,analysis_timestamp,java_version
D:\Codes\Lab-Experimentacao-Software\lab02\codigo\src\services\cloned_repos\1JPM,1JPM,220,15,Osiris-Team,1JPM,1.19,1438,307,3.32,10,0,2.44,1.79,12,1,2.06,16.54,227,0,54.03,28,2025-09-14T23:20:33.532602,"java version ""17.0.12"" 2024-07-16 LTS"
