name_with_owner,url,stargazer_count,primary_language,created_at,age,last_push,time_since_last_push,disk_usage_kb,size_formatted,name
socketio/engine.io-client-java,https://github.com/socketio/engine.io-client-java,368,Java,2013-04-21T18:29:32Z,"12 anos, 4 meses",2025-08-11T07:24:48Z,"1 meses, 0 dias",2369,2.3 MB,engine.io-client-java
approvals/ApprovalTests.Java,https://github.com/approvals/ApprovalTests.Java,368,Java,2013-03-03T08:44:41Z,"12 anos, 6 meses",2025-09-10T17:00:38Z,0 dias,23699,23.1 MB,ApprovalTests.Java
antkaynak/Keyist-Ecommerce,https://github.com/antkaynak/Keyist-Ecommerce,368,Java,2018-05-18T18:23:17Z,"7 anos, 3 meses",2024-06-09T22:11:23Z,"1 anos, 3 meses",6789,6.6 MB,Keyist-Ecommerce
speedment/jpa-streamer,https://github.com/speedment/jpa-streamer,365,Java,2020-06-11T09:53:35Z,"5 anos, 3 meses",2024-01-17T23:17:24Z,"1 anos, 7 meses",9324,9.1 MB,jpa-streamer
programmeres/excel-boot,https://github.com/programmeres/excel-boot,364,Java,2019-01-06T07:03:34Z,"6 anos, 8 meses",2022-01-27T16:19:11Z,"3 anos, 7 meses",67,67 KB,excel-boot
OPCFoundation/UA-Java-Legacy,https://github.com/OPCFoundation/UA-Java-Legacy,363,Java,2015-11-11T15:38:48Z,"9 anos, 10 meses",2025-08-13T22:53:25Z,28 dias,14096,13.8 MB,UA-Java-Legacy
AutoParams/AutoParams,https://github.com/AutoParams/AutoParams,363,Java,2021-03-06T12:48:00Z,"4 anos, 6 meses",2025-07-18T08:30:32Z,"1 meses, 24 dias",1634,1.6 MB,AutoParams
apache/commons-text,https://github.com/apache/commons-text,362,Java,2014-11-10T08:00:07Z,"10 anos, 10 meses",2025-09-05T20:34:57Z,5 dias,4926,4.8 MB,commons-text
hanuor/onyx,https://github.com/hanuor/onyx,362,Java,2016-08-07T14:13:59Z,"9 anos, 1 meses",2018-03-22T18:03:47Z,"7 anos, 5 meses",5124,5.0 MB,onyx
albfernandez/juniversalchardet,https://github.com/albfernandez/juniversalchardet,362,Java,2016-03-01T19:39:43Z,"9 anos, 6 meses",2025-06-29T22:47:12Z,"2 meses, 13 dias",774,774 KB,juniversalchardet
simdjson/simdjson-java,https://github.com/simdjson/simdjson-java,362,Java,2023-07-11T03:36:13Z,"2 anos, 2 meses",2025-08-15T19:01:53Z,26 dias,3017,2.9 MB,simdjson-java
spotify/fmt-maven-plugin,https://github.com/spotify/fmt-maven-plugin,360,Java,2016-03-17T16:56:30Z,"9 anos, 5 meses",2025-09-10T08:57:46Z,0 dias,298,298 KB,fmt-maven-plugin
youngkaaa/YViewPagerDemo,https://github.com/youngkaaa/YViewPagerDemo,359,Java,2017-02-22T13:12:06Z,"8 anos, 6 meses",2019-01-29T05:38:31Z,"6 anos, 7 meses",6212,6.1 MB,YViewPagerDemo
holidaycheck/Permissify,https://github.com/holidaycheck/Permissify,359,Java,2016-09-27T10:51:49Z,"8 anos, 11 meses",2016-09-27T13:09:28Z,"8 anos, 11 meses",2647,2.6 MB,Permissify
HeidelTime/heideltime,https://github.com/HeidelTime/heideltime,357,Java,2015-05-20T16:04:44Z,"10 anos, 3 meses",2023-04-16T14:11:34Z,"2 anos, 4 meses",18665,18.2 MB,heideltime
JavaMoney/jsr354-ri,https://github.com/JavaMoney/jsr354-ri,356,Java,2013-10-08T20:22:06Z,"11 anos, 11 meses",2025-05-30T19:00:01Z,"3 meses, 13 dias",6265,6.1 MB,jsr354-ri
apache/commons-dbcp,https://github.com/apache/commons-dbcp,356,Java,2013-07-10T07:00:11Z,"12 anos, 2 meses",2025-09-05T12:01:36Z,5 dias,8212,8.0 MB,commons-dbcp
caixunshi/mybatis-datalimit,https://github.com/caixunshi/mybatis-datalimit,356,Java,2020-06-10T13:12:49Z,"5 anos, 3 meses",2024-12-02T21:25:18Z,"9 meses, 12 dias",24,24 KB,mybatis-datalimit
Ekryd/sortpom,https://github.com/Ekryd/sortpom,353,Java,2015-03-14T14:32:22Z,"10 anos, 6 meses",2025-09-05T03:10:53Z,5 dias,3079,3.0 MB,sortpom
spring-guides/gs-multi-module,https://github.com/spring-guides/gs-multi-module,353,Java,2017-01-25T15:02:44Z,"8 anos, 7 meses",2025-02-24T21:41:03Z,"6 meses, 18 dias",1430,1.4 MB,gs-multi-module
BrightStarry/zx-bt,https://github.com/BrightStarry/zx-bt,353,Java,2018-02-13T12:31:33Z,"7 anos, 7 meses",2018-05-16T05:08:29Z,"7 anos, 3 meses",820,820 KB,zx-bt
justauth/justauth-spring-boot-starter,https://github.com/justauth/justauth-spring-boot-starter,353,Java,2019-07-22T06:54:45Z,"6 anos, 1 meses",2025-01-13T08:17:20Z,"8 meses, 0 dias",96,96 KB,justauth-spring-boot-starter
caelum/vraptor4,https://github.com/caelum/vraptor4,352,Java,2013-05-02T20:22:14Z,"12 anos, 4 meses",2024-05-30T22:18:52Z,"1 anos, 3 meses",14093,13.8 MB,vraptor4
dominion-dev/dominion-ecs-java,https://github.com/dominion-dev/dominion-ecs-java,352,Java,2021-11-27T08:00:08Z,"3 anos, 9 meses",2024-03-12T05:33:29Z,"1 anos, 6 meses",1267,1.2 MB,dominion-ecs-java
CloudifySource/cloudify,https://github.com/CloudifySource/cloudify,351,Java,2012-01-26T12:49:39Z,"13 anos, 7 meses",2016-03-23T13:41:13Z,"9 anos, 5 meses",141067,137.8 MB,cloudify
softwaremill/jox,https://github.com/softwaremill/jox,350,Java,2023-11-08T12:58:16Z,"1 anos, 10 meses",2025-09-10T13:40:58Z,0 dias,936,936 KB,jox
offbynull/coroutines,https://github.com/offbynull/coroutines,350,Java,2015-03-10T05:29:32Z,"10 anos, 6 meses",2023-10-03T08:25:46Z,"1 anos, 11 meses",856,856 KB,coroutines
dustinkredmond/FXTrayIcon,https://github.com/dustinkredmond/FXTrayIcon,350,Java,2020-08-21T21:40:50Z,"5 anos, 0 meses",2025-06-10T13:28:58Z,"3 meses, 2 dias",14807,14.5 MB,FXTrayIcon
okta/okta-spring-boot,https://github.com/okta/okta-spring-boot,349,Java,2017-07-21T17:15:55Z,"8 anos, 1 meses",2025-09-09T09:11:44Z,1 dias,4422,4.3 MB,okta-spring-boot
graycreate/Fruit,https://github.com/graycreate/Fruit,348,Java,2017-05-05T16:06:24Z,"8 anos, 4 meses",2019-10-20T05:19:37Z,"5 anos, 10 meses",354,354 KB,Fruit
spring-cloud/spring-cloud-circuitbreaker,https://github.com/spring-cloud/spring-cloud-circuitbreaker,345,Java,2018-11-14T15:50:21Z,"6 anos, 10 meses",2025-09-08T14:08:03Z,2 dias,1322,1.3 MB,spring-cloud-circuitbreaker
moditect/layrry,https://github.com/moditect/layrry,345,Java,2020-03-07T10:34:46Z,"5 anos, 6 meses",2023-07-17T11:54:18Z,"2 anos, 1 meses",3072,3.0 MB,layrry
dromara/disjob,https://github.com/dromara/disjob,345,Java,2022-10-06T08:44:24Z,"2 anos, 11 meses",2025-09-06T04:45:13Z,4 dias,18174,17.7 MB,disjob
httl/httl,https://github.com/httl/httl,344,Java,2012-10-23T15:06:46Z,"12 anos, 10 meses",2023-12-17T23:29:50Z,"1 anos, 8 meses",2844,2.8 MB,httl
web-push-libs/webpush-java,https://github.com/web-push-libs/webpush-java,344,Java,2016-03-11T22:23:02Z,"9 anos, 6 meses",2025-09-07T20:45:11Z,3 dias,3451,3.4 MB,webpush-java
lsieun/learn-java-asm,https://github.com/lsieun/learn-java-asm,344,Java,2020-12-01T05:26:22Z,"4 anos, 9 meses",2025-02-24T07:52:11Z,"6 meses, 18 dias",254,254 KB,learn-java-asm
MOEAFramework/MOEAFramework,https://github.com/MOEAFramework/MOEAFramework,343,Java,2015-09-01T02:50:33Z,"10 anos, 0 meses",2025-07-30T12:40:46Z,"1 meses, 12 dias",97993,95.7 MB,MOEAFramework
bbeck/token-bucket,https://github.com/bbeck/token-bucket,339,Java,2012-01-07T03:02:53Z,"13 anos, 8 meses",2021-08-18T14:09:47Z,"4 anos, 0 meses",52,52 KB,token-bucket
wendy512/stream,https://github.com/wendy512/stream,339,Java,2023-05-18T03:08:44Z,"2 anos, 3 meses",2024-10-12T05:48:19Z,"11 meses, 3 dias",212,212 KB,stream
yahoo/FEL,https://github.com/yahoo/FEL,339,Java,2016-04-19T23:37:17Z,"9 anos, 4 meses",2021-02-12T20:52:38Z,"4 anos, 7 meses",305,305 KB,FEL
neo4j/neo4j-java-driver,https://github.com/neo4j/neo4j-java-driver,338,Java,2015-04-15T17:08:15Z,"10 anos, 5 meses",2025-09-09T11:36:37Z,1 dias,15751,15.4 MB,neo4j-java-driver
fabric8io/fabric8-maven-plugin,https://github.com/fabric8io/fabric8-maven-plugin,335,Java,2016-04-05T12:05:45Z,"9 anos, 5 meses",2024-06-19T04:52:55Z,"1 anos, 2 meses",38503,37.6 MB,fabric8-maven-plugin
NichtStudioCode/InvUI,https://github.com/NichtStudioCode/InvUI,334,Java,2021-01-20T21:27:19Z,"4 anos, 7 meses",2025-08-29T12:18:42Z,12 dias,6278,6.1 MB,InvUI
mkarneim/pojobuilder,https://github.com/mkarneim/pojobuilder,334,Java,2011-09-27T18:58:30Z,"13 anos, 11 meses",2025-08-18T16:35:49Z,23 dias,7405,7.2 MB,pojobuilder
apache/camel-spring-boot-examples,https://github.com/apache/camel-spring-boot-examples,333,Java,2020-05-14T06:31:29Z,"5 anos, 4 meses",2025-09-10T15:46:42Z,0 dias,5615,5.5 MB,camel-spring-boot-examples
rgladwell/m2e-android,https://github.com/rgladwell/m2e-android,332,Java,2011-07-22T09:53:21Z,"14 anos, 1 meses",2016-02-03T16:12:55Z,"9 anos, 7 meses",15469,15.1 MB,m2e-android
CycloneDX/cyclonedx-maven-plugin,https://github.com/CycloneDX/cyclonedx-maven-plugin,331,Java,2017-06-04T04:33:47Z,"8 anos, 3 meses",2025-07-05T17:22:46Z,"2 meses, 7 dias",2454,2.4 MB,cyclonedx-maven-plugin
spring-attic/spring-cloud-stream-binder-kafka,https://github.com/spring-attic/spring-cloud-stream-binder-kafka,331,Java,2016-06-07T21:39:59Z,"9 anos, 3 meses",2024-11-19T18:08:16Z,"9 meses, 25 dias",6163,6.0 MB,spring-cloud-stream-binder-kafka
minetsh/IntensifyImageView,https://github.com/minetsh/IntensifyImageView,330,Java,2015-12-24T16:05:00Z,"9 anos, 8 meses",2017-03-17T02:51:02Z,"8 anos, 5 meses",49119,48.0 MB,IntensifyImageView
kochedykov/jlibmodbus,https://github.com/kochedykov/jlibmodbus,330,Java,2016-02-05T19:12:50Z,"9 anos, 7 meses",2024-09-19T16:21:34Z,"11 meses, 26 dias",2304,2.2 MB,jlibmodbus
amazon-archives/amazon-kinesis-connectors,https://github.com/amazon-archives/amazon-kinesis-connectors,328,Java,2013-11-25T20:10:14Z,"11 anos, 9 meses",2021-03-18T19:42:33Z,"4 anos, 5 meses",513,513 KB,amazon-kinesis-connectors
citiususc/hipster,https://github.com/citiususc/hipster,327,Java,2013-04-01T08:42:29Z,"12 anos, 5 meses",2023-06-14T22:29:37Z,"2 anos, 2 meses",5735,5.6 MB,hipster
jhonnymertz/java-wkhtmltopdf-wrapper,https://github.com/jhonnymertz/java-wkhtmltopdf-wrapper,327,Java,2014-03-20T01:21:19Z,"11 anos, 5 meses",2025-08-18T13:57:37Z,23 dias,277,277 KB,java-wkhtmltopdf-wrapper
qoomon/maven-git-versioning-extension,https://github.com/qoomon/maven-git-versioning-extension,326,Java,2016-11-04T18:57:51Z,"8 anos, 10 meses",2025-09-05T12:02:06Z,5 dias,1486,1.5 MB,maven-git-versioning-extension
vladmihalcea/hypersistence-optimizer,https://github.com/vladmihalcea/hypersistence-optimizer,326,Java,2019-03-16T16:46:14Z,"6 anos, 6 meses",2025-08-15T08:53:20Z,26 dias,283,283 KB,hypersistence-optimizer
864381832/xJavaFxTool-spring,https://github.com/864381832/xJavaFxTool-spring,326,Java,2017-12-08T14:42:54Z,"7 anos, 9 meses",2020-12-26T02:40:45Z,"4 anos, 8 meses",62151,60.7 MB,xJavaFxTool-spring
wiverson/htmx-demo,https://github.com/wiverson/htmx-demo,326,Java,2021-04-14T00:18:45Z,"4 anos, 5 meses",2025-02-02T16:55:33Z,"7 meses, 10 dias",1312,1.3 MB,htmx-demo
jfrog/artifactory-client-java,https://github.com/jfrog/artifactory-client-java,324,Java,2012-07-25T08:37:56Z,"13 anos, 1 meses",2025-09-03T07:10:20Z,7 dias,1864,1.8 MB,artifactory-client-java
asciidoctor/asciidoctor-maven-plugin,https://github.com/asciidoctor/asciidoctor-maven-plugin,323,Java,2013-01-25T04:14:27Z,"12 anos, 7 meses",2025-09-08T11:29:12Z,2 dias,3807,3.7 MB,asciidoctor-maven-plugin
hibernate/hibernate-ogm,https://github.com/hibernate/hibernate-ogm,322,Java,2011-04-13T11:40:56Z,"14 anos, 5 meses",2025-01-14T08:33:20Z,"7 meses, 29 dias",17312,16.9 MB,hibernate-ogm
timboudreau/netty-http-client,https://github.com/timboudreau/netty-http-client,322,Java,2013-05-06T08:14:17Z,"12 anos, 4 meses",2023-07-19T18:52:04Z,"2 anos, 1 meses",588,588 KB,netty-http-client
mpgn/Spring-Boot-Actuator-Exploit,https://github.com/mpgn/Spring-Boot-Actuator-Exploit,321,Java,2019-03-07T20:50:18Z,"6 anos, 6 meses",2020-06-16T21:24:06Z,"5 anos, 2 meses",14,14 KB,Spring-Boot-Actuator-Exploit
helicalinsight/helicalinsight,https://github.com/helicalinsight/helicalinsight,321,Java,2016-09-12T10:31:22Z,"9 anos, 0 meses",2023-02-22T06:10:09Z,"2 anos, 6 meses",190297,185.8 MB,helicalinsight
ehrbase/ehrbase,https://github.com/ehrbase/ehrbase,320,Java,2019-10-08T08:54:57Z,"5 anos, 11 meses",2025-09-09T14:12:49Z,1 dias,87672,85.6 MB,ehrbase
moditect/jfrunit,https://github.com/moditect/jfrunit,320,Java,2020-11-23T19:29:13Z,"4 anos, 9 meses",2023-04-04T17:39:56Z,"2 anos, 5 meses",971,971 KB,jfrunit
Abnaxos/markdown-doclet,https://github.com/Abnaxos/markdown-doclet,320,Java,2013-02-22T15:07:45Z,"12 anos, 6 meses",2020-10-23T02:49:00Z,"4 anos, 10 meses",697,697 KB,markdown-doclet
Devlight/TintLayout,https://github.com/Devlight/TintLayout,319,Java,2015-06-22T10:00:22Z,"10 anos, 2 meses",2018-05-21T21:32:15Z,"7 anos, 3 meses",315,315 KB,TintLayout
alphazero/jredis,https://github.com/alphazero/jredis,317,Java,2009-03-27T18:58:45Z,"16 anos, 5 meses",2023-08-18T23:47:24Z,"2 anos, 0 meses",8361,8.2 MB,jredis
smacke/jaydio,https://github.com/smacke/jaydio,317,Java,2014-03-01T23:58:33Z,"11 anos, 6 meses",2022-10-04T00:22:33Z,"2 anos, 11 meses",1553,1.5 MB,jaydio
shiyindaxiaojie/eden-architect,https://github.com/shiyindaxiaojie/eden-architect,317,Java,2020-01-30T09:22:40Z,"5 anos, 7 meses",2025-09-04T15:35:34Z,6 dias,7796,7.6 MB,eden-architect
MrCoderStack/SpringBootDemo,https://github.com/MrCoderStack/SpringBootDemo,316,Java,2019-03-07T08:04:04Z,"6 anos, 6 meses",2024-08-05T21:30:25Z,"1 anos, 1 meses",4983,4.9 MB,SpringBootDemo
trautonen/coveralls-maven-plugin,https://github.com/trautonen/coveralls-maven-plugin,313,Java,2013-05-24T22:02:53Z,"12 anos, 3 meses",2023-12-04T16:33:23Z,"1 anos, 9 meses",714,714 KB,coveralls-maven-plugin
D-clock/ScratchView,https://github.com/D-clock/ScratchView,313,Java,2016-07-20T06:07:14Z,"9 anos, 1 meses",2016-09-15T15:50:55Z,"8 anos, 12 meses",702,702 KB,ScratchView
fhussonnois/kafkastreams-cep,https://github.com/fhussonnois/kafkastreams-cep,313,Java,2016-06-11T22:24:23Z,"9 anos, 3 meses",2023-12-16T20:24:35Z,"1 anos, 8 meses",444,444 KB,kafkastreams-cep
TheHolyWaffle/TeamSpeak-3-Java-API,https://github.com/TheHolyWaffle/TeamSpeak-3-Java-API,311,Java,2013-11-27T16:19:16Z,"11 anos, 9 meses",2025-08-11T13:40:10Z,"1 meses, 0 dias",87870,85.8 MB,TeamSpeak-3-Java-API
trustin/os-maven-plugin,https://github.com/trustin/os-maven-plugin,311,Java,2014-04-30T09:32:24Z,"11 anos, 4 meses",2024-04-15T07:52:29Z,"1 anos, 4 meses",171,171 KB,os-maven-plugin
mainpropath/AI-java,https://github.com/mainpropath/AI-java,311,Java,2023-12-05T11:38:15Z,"1 anos, 9 meses",2024-03-27T04:25:57Z,"1 anos, 5 meses",8038,7.8 MB,AI-java
hantsy/spring-microservice-sample,https://github.com/hantsy/spring-microservice-sample,310,Java,2017-05-15T10:21:21Z,"8 anos, 4 meses",2024-01-31T08:09:52Z,"1 anos, 7 meses",2218,2.2 MB,spring-microservice-sample
eclipse-lemminx/lemminx,https://github.com/eclipse-lemminx/lemminx,309,Java,2018-06-22T15:00:18Z,"7 anos, 2 meses",2025-08-10T10:38:17Z,"1 meses, 1 dias",16032,15.7 MB,lemminx
dhis2/dhis2-core,https://github.com/dhis2/dhis2-core,309,Java,2016-08-30T12:57:05Z,"9 anos, 0 meses",2025-09-10T20:24:32Z,0 dias,358458,350.1 MB,dhis2-core
liuguangqiang/IPicker,https://github.com/liuguangqiang/IPicker,308,Java,2016-09-18T06:54:17Z,"8 anos, 11 meses",2020-04-08T03:03:28Z,"5 anos, 5 meses",4754,4.6 MB,IPicker
yegor256/qulice,https://github.com/yegor256/qulice,307,Java,2013-04-21T14:01:15Z,"12 anos, 4 meses",2025-08-06T22:00:13Z,"1 meses, 5 dias",21375,20.9 MB,qulice
mikereedell/sunrisesunsetlib-java,https://github.com/mikereedell/sunrisesunsetlib-java,307,Java,2008-12-03T00:39:29Z,"16 anos, 9 meses",2023-04-12T20:31:33Z,"2 anos, 5 meses",238,238 KB,sunrisesunsetlib-java
wanglingsong/JsonSurfer,https://github.com/wanglingsong/JsonSurfer,306,Java,2015-03-19T15:02:44Z,"10 anos, 5 meses",2024-06-03T22:55:54Z,"1 anos, 3 meses",1103,1.1 MB,JsonSurfer
apache/commons-beanutils,https://github.com/apache/commons-beanutils,305,Java,2013-06-12T07:00:16Z,"12 anos, 3 meses",2025-09-05T23:42:21Z,4 dias,9108,8.9 MB,commons-beanutils
linqs/psl,https://github.com/linqs/psl,305,Java,2011-07-29T20:24:30Z,"14 anos, 1 meses",2024-06-10T15:37:44Z,"1 anos, 3 meses",9588,9.4 MB,psl
shuigedeng/taotao-cloud-project,https://github.com/shuigedeng/taotao-cloud-project,304,Java,2020-11-02T09:24:55Z,"4 anos, 10 meses",2025-09-09T01:32:10Z,1 dias,601920,587.8 MB,taotao-cloud-project
springwolf/springwolf-core,https://github.com/springwolf/springwolf-core,303,Java,2019-01-03T09:59:00Z,"6 anos, 8 meses",2025-09-08T22:08:02Z,2 dias,13799,13.5 MB,springwolf-core
chxfantasy/spring-cloud-demo,https://github.com/chxfantasy/spring-cloud-demo,303,Java,2017-12-17T17:28:51Z,"7 anos, 8 meses",2019-04-01T01:51:09Z,"6 anos, 5 meses",1104,1.1 MB,spring-cloud-demo
nmoskalenko/RxFirebase,https://github.com/nmoskalenko/RxFirebase,303,Java,2016-05-15T07:04:23Z,"9 anos, 4 meses",2018-11-18T09:18:56Z,"6 anos, 9 meses",193,193 KB,RxFirebase
dessalines/flowchat,https://github.com/dessalines/flowchat,303,Java,2016-05-14T00:27:21Z,"9 anos, 4 meses",2021-03-16T15:24:05Z,"4 anos, 5 meses",1877,1.8 MB,flowchat
chrisblakely01/java-spring-microservices,https://github.com/chrisblakely01/java-spring-microservices,302,Java,2025-03-05T21:03:35Z,"6 meses, 9 dias",2025-03-29T14:32:42Z,"5 meses, 15 dias",38,38 KB,java-spring-microservices
reficio/soap-ws,https://github.com/reficio/soap-ws,301,Java,2012-06-11T08:20:39Z,"13 anos, 3 meses",2020-02-11T15:15:00Z,"5 anos, 7 meses",1867,1.8 MB,soap-ws
iyangyuan/pay-spring-boot,https://github.com/iyangyuan/pay-spring-boot,300,Java,2019-05-09T09:43:57Z,"6 anos, 4 meses",2022-06-17T02:09:25Z,"3 anos, 2 meses",87,87 KB,pay-spring-boot
martin-g/wicket-bootstrap,https://github.com/martin-g/wicket-bootstrap,299,Java,2012-02-13T16:04:53Z,"13 anos, 7 meses",2025-09-07T09:02:12Z,3 dias,27961,27.3 MB,wicket-bootstrap
OpenFeign/feign-form,https://github.com/OpenFeign/feign-form,299,Java,2016-05-01T11:28:03Z,"9 anos, 4 meses",2024-09-22T22:22:46Z,"11 meses, 23 dias",479,479 KB,feign-form
temporalio/sdk-java,https://github.com/temporalio/sdk-java,298,Java,2019-10-17T16:42:32Z,"5 anos, 11 meses",2025-09-08T11:32:05Z,2 dias,12367,12.1 MB,sdk-java
samlss/Lighter,https://github.com/samlss/Lighter,298,Java,2018-10-26T01:42:09Z,"6 anos, 10 meses",2019-04-11T02:03:07Z,"6 anos, 5 meses",12104,11.8 MB,Lighter
aws/aws-advanced-jdbc-wrapper,https://github.com/aws/aws-advanced-jdbc-wrapper,298,Java,2022-06-24T19:21:39Z,"3 anos, 2 meses",2025-09-10T18:10:07Z,0 dias,10555,10.3 MB,aws-advanced-jdbc-wrapper
tdlight-team/tdlight-java,https://github.com/tdlight-team/tdlight-java,297,Java,2020-07-27T09:50:41Z,"5 anos, 1 meses",2025-09-06T19:50:29Z,4 dias,4148,4.1 MB,tdlight-java
hypercube1024/firefly,https://github.com/hypercube1024/firefly,297,Java,2012-02-16T09:04:05Z,"13 anos, 7 meses",2024-09-02T05:31:50Z,"1 anos, 0 meses",30627,29.9 MB,firefly
eiiches/jackson-jq,https://github.com/eiiches/jackson-jq,297,Java,2015-11-09T11:01:54Z,"9 anos, 10 meses",2025-08-31T13:52:17Z,10 dias,995,995 KB,jackson-jq
owent/xresloader,https://github.com/owent/xresloader,296,Java,2014-09-29T10:22:09Z,"10 anos, 11 meses",2025-07-07T04:00:37Z,"2 meses, 5 dias",38156,37.3 MB,xresloader
binarywang/java-emoji-converter,https://github.com/binarywang/java-emoji-converter,295,Java,2016-05-09T07:04:53Z,"9 anos, 4 meses",2025-07-16T06:47:00Z,"1 meses, 26 dias",150,150 KB,java-emoji-converter
AppsFlyer/donkey,https://github.com/AppsFlyer/donkey,295,Java,2020-09-29T12:55:19Z,"4 anos, 11 meses",2023-12-05T22:39:57Z,"1 anos, 9 meses",617,617 KB,donkey
libraryaddict/LibsDisguises,https://github.com/libraryaddict/LibsDisguises,294,Java,2013-05-17T20:56:12Z,"12 anos, 3 meses",2025-09-10T06:25:18Z,0 dias,30050,29.3 MB,LibsDisguises
spring-projects/spring-vault,https://github.com/spring-projects/spring-vault,294,Java,2016-09-14T06:48:10Z,"8 anos, 12 meses",2025-07-18T13:14:17Z,"1 meses, 24 dias",5887,5.7 MB,spring-vault
thrsky/ThrskyShop,https://github.com/thrsky/ThrskyShop,294,Java,2017-04-25T11:25:02Z,"8 anos, 4 meses",2020-04-02T03:03:59Z,"5 anos, 5 meses",982,982 KB,ThrskyShop
spring-petclinic/spring-petclinic-reactjs,https://github.com/spring-petclinic/spring-petclinic-reactjs,293,Java,2016-11-16T19:31:11Z,"8 anos, 10 meses",2024-10-20T13:59:17Z,"10 meses, 25 dias",7528,7.4 MB,spring-petclinic-reactjs
spring-projects/spring-grpc,https://github.com/spring-projects/spring-grpc,293,Java,2024-09-03T20:47:24Z,"1 anos, 0 meses",2025-09-10T18:17:15Z,0 dias,1438,1.4 MB,spring-grpc
yixiaolunhui/AndroidCarrouselLayout,https://github.com/yixiaolunhui/AndroidCarrouselLayout,292,Java,2016-11-12T13:07:12Z,"8 anos, 10 meses",2024-04-01T09:24:48Z,"1 anos, 5 meses",6531,6.4 MB,AndroidCarrouselLayout
kumuluz/kumuluzee,https://github.com/kumuluz/kumuluzee,293,Java,2015-05-02T09:18:40Z,"10 anos, 4 meses",2025-07-12T01:51:03Z,"2 meses, 0 dias",1958,1.9 MB,kumuluzee
dunzung/workflow,https://github.com/dunzung/workflow,293,Java,2015-10-13T08:56:59Z,"9 anos, 11 meses",2022-12-16T05:14:37Z,"2 anos, 8 meses",1504,1.5 MB,workflow
arturmkrtchyan/iban4j,https://github.com/arturmkrtchyan/iban4j,292,Java,2013-09-03T19:59:23Z,"12 anos, 0 meses",2025-08-31T15:30:26Z,10 dias,495,495 KB,iban4j
Ashok-Varma/Gander,https://github.com/Ashok-Varma/Gander,292,Java,2018-06-04T05:03:46Z,"7 anos, 3 meses",2021-11-25T15:30:31Z,"3 anos, 9 meses",5763,5.6 MB,Gander
candrews/HttpResponseCache,https://github.com/candrews/HttpResponseCache,290,Java,2012-01-20T01:09:18Z,"13 anos, 7 meses",2023-12-15T05:09:08Z,"1 anos, 9 meses",373,373 KB,HttpResponseCache
dadoonet/spring-elasticsearch,https://github.com/dadoonet/spring-elasticsearch,289,Java,2012-02-10T20:02:15Z,"13 anos, 7 meses",2023-11-08T04:48:28Z,"1 anos, 10 meses",1174,1.1 MB,spring-elasticsearch
johanjanssen/JavaUpgrades,https://github.com/johanjanssen/JavaUpgrades,289,Java,2021-03-28T09:37:02Z,"4 anos, 5 meses",2023-05-06T12:13:58Z,"2 anos, 4 meses",155,155 KB,JavaUpgrades
neophob/PixelController,https://github.com/neophob/PixelController,289,Java,2011-08-10T13:01:07Z,"14 anos, 1 meses",2020-10-12T19:33:52Z,"4 anos, 11 meses",31522,30.8 MB,PixelController
TuxCoding/LambdaAttack,https://github.com/TuxCoding/LambdaAttack,288,Java,2016-03-01T18:51:15Z,"9 anos, 6 meses",2024-07-02T05:42:22Z,"1 anos, 2 meses",114,114 KB,LambdaAttack
LGoodDatePicker/LGoodDatePicker,https://github.com/LGoodDatePicker/LGoodDatePicker,287,Java,2016-02-19T02:49:51Z,"9 anos, 6 meses",2023-08-10T21:18:22Z,"2 anos, 1 meses",3779,3.7 MB,LGoodDatePicker
anton-liauchuk/java-interview,https://github.com/anton-liauchuk/java-interview,287,Java,2019-05-25T18:26:55Z,"6 anos, 3 meses",2025-05-27T18:23:17Z,"3 meses, 16 dias",318,318 KB,java-interview
ontodev/robot,https://github.com/ontodev/robot,286,Java,2015-01-31T20:16:09Z,"10 anos, 7 meses",2025-08-20T17:36:04Z,21 dias,5572,5.4 MB,robot
habanero-rice/PCDP,https://github.com/habanero-rice/PCDP,284,Java,2016-12-30T16:05:20Z,"8 anos, 8 meses",2018-07-06T21:26:54Z,"7 anos, 2 meses",90,90 KB,PCDP
liquibase/liquibase-hibernate,https://github.com/liquibase/liquibase-hibernate,284,Java,2011-07-09T04:48:15Z,"14 anos, 2 meses",2025-09-08T13:28:49Z,2 dias,1444,1.4 MB,liquibase-hibernate
chenlin030922/ReSwipeCard,https://github.com/chenlin030922/ReSwipeCard,284,Java,2018-02-01T03:37:02Z,"7 anos, 7 meses",2021-02-09T02:04:05Z,"4 anos, 7 meses",42222,41.2 MB,ReSwipeCard
spring-cloud/spring-cloud-vault,https://github.com/spring-cloud/spring-cloud-vault,284,Java,2016-02-11T00:24:55Z,"9 anos, 7 meses",2025-09-10T15:41:20Z,0 dias,54865,53.6 MB,spring-cloud-vault
adennie/fb-android-dagger,https://github.com/adennie/fb-android-dagger,283,Java,2013-05-24T16:17:26Z,"12 anos, 3 meses",2015-10-06T12:44:56Z,"9 anos, 11 meses",465,465 KB,fb-android-dagger
PaperMC/PaperLib,https://github.com/PaperMC/PaperLib,283,Java,2018-09-25T15:08:23Z,"6 anos, 11 meses",2024-12-21T16:48:55Z,"8 meses, 23 dias",214,214 KB,PaperLib
