DateTime,Final price,Historical Low,Players,Average Players,Followers,Positive reviews,Negative reviews
2021-04-20 00:00:00,,,,,8.0,,
2021-04-21 00:00:00,,,,,21.0,,
2021-04-22 00:00:00,,,,,23.0,,
2021-04-23 00:00:00,,,,,23.0,,
2021-04-24 00:00:00,,,,,23.0,,
2021-04-25 00:00:00,,,,,26.0,,
2021-04-26 00:00:00,,,,,27.0,,
2021-04-27 00:00:00,,,,,27.0,,
2021-04-28 00:00:00,,,,,28.0,,
2021-04-29 00:00:00,,,,,29.0,,
2021-04-30 00:00:00,,,,,29.0,,
2021-05-01 00:00:00,,,,,29.0,,
2021-05-02 00:00:00,,,,,30.0,,
2021-05-03 00:00:00,,,,,31.0,,
2021-05-04 00:00:00,,,,,31.0,,
2021-05-05 00:00:00,,,,,31.0,,
2021-05-06 00:00:00,,,,,31.0,,
2021-05-07 00:00:00,,,,,31.0,,
2021-05-08 00:00:00,,,,,31.0,,
2021-05-09 00:00:00,,,,,31.0,,
2021-05-10 00:00:00,,,,,31.0,,
2021-05-11 00:00:00,,,,,31.0,,
2021-05-12 00:00:00,,,,,32.0,,
2021-05-13 00:00:00,,,,,33.0,,
2021-05-14 00:00:00,,,,,33.0,,
2021-05-15 00:00:00,,,,,33.0,,
2021-05-16 00:00:00,,,,,33.0,,
2021-05-17 00:00:00,,,,,33.0,,
2021-05-18 00:00:00,,,,,35.0,,
2021-05-19 00:00:00,,,,,35.0,,
2021-05-20 00:00:00,,,,,35.0,,
2021-05-21 00:00:00,,,,,35.0,,
2021-05-22 00:00:00,,,,,35.0,,
2021-05-23 00:00:00,,,,,36.0,,
2021-05-24 00:00:00,,,,,37.0,,
2021-05-25 00:00:00,,,,,37.0,,
2021-05-26 00:00:00,,,,,37.0,,
2021-05-27 00:00:00,,,,,37.0,,
2021-05-28 00:00:00,,,,,37.0,,
2021-05-29 00:00:00,,,,,37.0,,
2021-05-30 00:00:00,,,,,38.0,,
2021-05-31 00:00:00,,,,,38.0,,
2021-06-01 00:00:00,,,,,38.0,,
2021-06-02 00:00:00,,,,,38.0,,
2021-06-03 00:00:00,,,,,39.0,,
2021-06-04 00:00:00,,,,,39.0,,
