DateTime,Final price,Historical Low,Players,Average Players,Followers,Positive reviews,Negative reviews
2025-02-28 00:00:00,,,,,1790.0,,
2025-03-01 00:00:00,,,,,2785.0,,
2025-03-02 00:00:00,,,,,3332.0,,
2025-03-03 00:00:00,,,,,3690.0,,
2025-03-04 00:00:00,,,187059.0,108586.0,5434.0,1616.0,-1402.0
2025-03-04 13:05:03,"105,9","105,9",,,,,
2025-03-04 15:15:03,"52,95","52,95",,,,,
2025-03-05 00:00:00,,,157463.0,93993.0,9092.0,2799.0,-3149.0
2025-03-06 00:00:00,,,153915.0,89453.0,11412.0,1342.0,-1234.0
2025-03-07 00:00:00,,,159087.0,94709.0,12498.0,1367.0,-1015.0
2025-03-08 00:00:00,,,174497.0,114321.0,13493.0,1310.0,-980.0
2025-03-09 00:00:00,,,176749.0,115728.0,14492.0,645.0,-443.0
2025-03-10 00:00:00,,,156109.0,88262.0,15278.0,1516.0,-1087.0
2025-03-11 00:00:00,,,152632.0,84965.0,15956.0,766.0,-533.0
2025-03-12 00:00:00,,,144490.0,81496.0,16566.0,658.0,-517.0
2025-03-13 00:00:00,,,149779.0,82167.0,17063.0,623.0,-294.0
2025-03-14 00:00:00,,,148052.0,86443.0,17814.0,922.0,-400.0
2025-03-15 00:00:00,,,159897.0,101660.0,18501.0,776.0,-349.0
2025-03-16 00:00:00,,,157603.0,101311.0,19220.0,537.0,-227.0
2025-03-17 00:00:00,,,137556.0,76732.0,19753.0,677.0,-256.0
2025-03-18 00:00:00,,,132044.0,73688.0,20249.0,597.0,-178.0
2025-03-19 00:00:00,,,125355.0,70159.0,20715.0,602.0,-207.0
2025-03-20 00:00:00,,,125956.0,70342.0,21130.0,526.0,-170.0
2025-03-20 18:01:12,"149,9","52,95",,,,,
2025-03-21 00:00:00,,,128950.0,74378.0,21519.0,432.0,-156.0
2025-03-22 00:00:00,,,137021.0,87848.0,21899.0,283.0,-94.0
2025-03-23 00:00:00,,,131327.0,85895.0,22281.0,774.0,-242.0
2025-03-24 00:00:00,,,112242.0,63875.0,22600.0,583.0,-203.0
2025-03-25 00:00:00,,,106865.0,60265.0,22902.0,373.0,-124.0
2025-03-26 00:00:00,,,102160.0,57643.0,23210.0,343.0,-83.0
2025-03-27 00:00:00,,,102637.0,58454.0,23454.0,268.0,-89.0
2025-03-28 00:00:00,,,108495.0,62472.0,23740.0,359.0,-102.0
2025-03-29 00:00:00,,,118241.0,75533.0,24084.0,283.0,-103.0
2025-03-30 00:00:00,,,114745.0,73175.0,24461.0,345.0,-93.0
2025-03-31 00:00:00,,,98360.0,54842.0,24772.0,456.0,-136.0
2025-04-01 00:00:00,,,92172.0,50983.0,25036.0,208.0,-45.0
2025-04-02 00:00:00,,,88042.0,49196.0,25299.0,245.0,-63.0
2025-04-03 00:00:00,,,90570.0,52192.0,25553.0,353.0,-77.0
2025-04-04 00:00:00,,,89713.0,57285.0,25880.0,272.0,-80.0
2025-04-05 00:00:00,,,94288.0,62171.0,26182.0,304.0,-62.0
2025-04-06 00:00:00,,,93498.0,60339.0,26556.0,206.0,-57.0
2025-04-07 00:00:00,,,80818.0,45518.0,26856.0,295.0,-68.0
2025-04-08 00:00:00,,,78413.0,43777.0,27124.0,252.0,-78.0
2025-04-09 00:00:00,,,75055.0,42153.0,27401.0,295.0,-81.0
2025-04-10 00:00:00,,,28015.0,43910.0,27656.0,247.0,-61.0
2025-04-10 01:00:00,,,30374.0,43867.0,,,
2025-04-10 02:00:00,,,33173.0,43829.0,,,
2025-04-10 03:00:00,,,33396.0,43796.0,,,
2025-04-10 04:00:00,,,37432.0,43789.0,,,
2025-04-10 05:00:00,,,37483.0,43761.0,,,
2025-04-10 06:00:00,,,36115.0,43754.0,,,
2025-04-10 07:00:00,,,37677.0,43794.0,,,
2025-04-10 08:00:00,,,41137.0,43871.0,,,
2025-04-10 09:00:00,,,42748.0,43977.0,,,
2025-04-10 10:00:00,,,46811.0,44131.0,,,
2025-04-10 11:00:00,,,54962.0,44345.0,,,
2025-04-10 12:00:00,,,65866.0,44634.0,,,
2025-04-10 13:00:00,,,74361.0,44940.0,,,
2025-04-10 14:00:00,,,75664.0,45243.0,,,
2025-04-10 15:00:00,,,71502.0,45545.0,,,
2025-04-10 16:00:00,,,58684.0,45926.0,,,
2025-04-10 17:00:00,,,47871.0,46384.0,,,
2025-04-10 18:00:00,,,42452.0,46789.0,,,
2025-04-10 19:00:00,,,39058.0,47058.0,,,
2025-04-10 20:00:00,,,35077.0,47258.0,,,
2025-04-10 21:00:00,,,30153.0,47441.0,,,
2025-04-10 22:00:00,,,27557.0,47647.0,,,
2025-04-10 23:00:00,,,26284.0,47800.0,,,
2025-04-11 00:00:00,,,27454.0,47912.0,27915.0,206.0,-51.0
2025-04-11 01:00:00,,,29852.0,48050.0,,,
2025-04-11 02:00:00,,,32738.0,48326.0,,,
2025-04-11 03:00:00,,,33470.0,48773.0,,,
